nr;naam;website;platform;redesign_score;actief_score;totaalscore;redesign_signalen;activiteit_signalen;advies
188;The Richard Proenneke Store;https://therichardproennekestore.godaddysites.com/;GoDaddy Sites;46;50;48;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
193;Hobby-kampeerautoclub-nederland;https://www.hobbykampeerautoclub.com/;Webnode;20;80;47;gratis/builder-subdomein | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
194;StressLess;https://www.stressless-schoonheidssalon.be/;Webnode;20;79;47;gratis/builder-subdomein | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | zakelijke/operationele info | social/map-link aanwezig | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
195;sanchini-writing.com;https://www.sanchini-writing.com/en/;Webnode;32;66;47;gratis/builder-subdomein | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | brancheterm;Mogelijke lead: korte check doen
196;[ Wine - Cocktails - Bites ] Antwerp;https://www.quotesantwerp.be/;Webnode;34;63;47;gratis/builder-subdomein | builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | social/map-link aanwezig | brancheterm;Mogelijke lead: korte check doen
197;Iriseysermans2;https://iriseysermans2.webnode.nl/;Webnode;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
198;Caïro - Egypte | cairo.jouwweb.nl;https://cairo.jouwweb.nl/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
199;Geile neukertjes willen heel graag seks met jou;https://geile-neukertjes.jouwweb.nl/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
200;Gebr-keekstra-fondduiven;https://gebr-keekstra-fondduiven.jouwweb.nl/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
201;Languedoc | languedoc.jouwweb.nl;https://languedoc.jouwweb.nl/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
202;Gordon Setter Kennel From Vancouver castle | gordonsetterkennel-vancouvercastle.;https://gordonsetterkennel-vancouvercastle.jouwweb.nl/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
203;Eindhovense Kiekjes | z11made.jouwweb.nl;https://z11made.jouwweb.nl/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
204;GodBuilds;https://godbuilds.jouwweb.nl/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
205;festivaltv | festivaltvholland.jouwweb.nl;https://festivaltvholland.jouwweb.nl/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
206;Dewiamies | dewiamies.jouwweb.nl;https://dewiamies.jouwweb.nl/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
207;Sheed Railway | sheedrailway.jouwweb.nl;https://sheedrailway.jouwweb.nl/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
208;Kaartlegster | kaartlegster.jouwweb.nl;https://kaartlegster.jouwweb.nl/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
209;Editor;https://editor.jouwweb.nl/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
210;Katholiek;https://katholiek.jouwweb.nl/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
211;Basaltes;https://basaltes.jouwweb.be/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
212;Leuke filmpjes | leuke-filmpjes.jouwweb.be;https://leuke-filmpjes.jouwweb.be/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
213;TERNAT Gemeente Ternat Graafschap | ternat.jouwweb.be;https://ternat.jouwweb.be/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
214;Dehobbyatelier | dehobbyatelier.jouwweb.be;https://dehobbyatelier.jouwweb.be/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
215;Rocking Rebels Webstore;https://rockingrebels.jouwweb.be/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
216;Voelwatikvoel | voelwatikvoel.jouwweb.be;https://voelwatikvoel.jouwweb.be/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
217;Belgianscarvescollector | belgianscarvescollector.jouwweb.be;https://belgianscarvescollector.jouwweb.be/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
218;dissen | dissen-voor-jong-en-oud.jouwweb.be;https://dissen-voor-jong-en-oud.jouwweb.be/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
219;Vijfde leerjaar B Iddergem;https://vijfdeleerjaarb-iddergem.jouwweb.be/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
220;Karabana | karabana.jouwweb.be;https://karabana.jouwweb.be/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
221;Werken Buitenland Gran Canaria Vacatures Tourisme | vacatures.jouwweb.be;https://vacatures.jouwweb.be/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
222;Thesixties | thesixties.jouwweb.be;https://thesixties.jouwweb.be/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
223;Bisseuilmarne | bisseuilmarne.jouwweb.be;https://bisseuilmarne.jouwweb.be/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
224;Voor de wieler-TOERIST | fietsenmaar.jouwweb.be;https://fietsenmaar.jouwweb.be/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
225;Zomerhuis met Zwembad - Herman Koch;https://herman.jouwweb.be/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
226;My Cycling Blog;https://mycyclingblog.jouwweb.be/;JouwWeb;46;48;47;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
233;AgeWellDrMax - Aging Well, Education;https://sherpamaxeastsierrahikertransp.godaddysites.com/;GoDaddy Sites;28;69;46;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | social/map-link aanwezig;Mogelijke lead: korte check doen
234;Lasbedrijf in de omgeving Antwerpen;https://www.rossieweldingservice.com/;Webnode;28;68;46;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
235;Guest Advocate;https://target.webador.com/;Webador;28;68;46;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
236;Calesa;https://www.calesa.be/;Webnode;34;61;46;gratis/builder-subdomein | builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | social/map-link aanwezig;Mogelijke lead: korte check doen
237;Vuurtoren Noordwijk Foto aan de Kust;https://www.fotoaandekust.nl/;Webnode;34;60;46;gratis/builder-subdomein | builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info;Mogelijke lead: korte check doen
238;jaapcon;https://jaapcon.jouwweb.nl/;JouwWeb;46;46;46;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | brancheterm;Mogelijke lead: korte check doen
239;Elze en Wies Elzes | elzeenwieselzes.jouwweb.nl;https://elzeenwieselzes.jouwweb.nl/;JouwWeb;46;46;46;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | brancheterm;Mogelijke lead: korte check doen
240;plumberwesternsuburbsmelbourne;https://plumberwesternsuburbsmelbourne.jouwweb.nl/;JouwWeb;46;46;46;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
241;Brasserie/Restaurant Le Central | lecentral.jouwweb.be;https://lecentral.jouwweb.be/;JouwWeb;46;46;46;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | brancheterm;Mogelijke lead: korte check doen
242;Be-a-witch jouwweb be | be-a-witch.jouwweb.be;https://be-a-witch.jouwweb.be/;JouwWeb;46;46;46;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
255;Vic-woc;https://www.vic-woc.com/;Webnode;28;66;45;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | brancheterm;Mogelijke lead: korte check doen
256;AG Strictly Ole School;https://www.agstrictlyoleschool.com/;Webador;28;66;45;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | brancheterm;Mogelijke lead: korte check doen
257;windowblinddesigns433;https://windowblinddesigns433.site123.me/;SITE123;28;66;45;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
258;Grass Gator - Heavy Duty Trimmer Line, Grass Trimmer Heads, Grass Gator Trimmer ;https://grassgator.godaddysites.com/;GoDaddy Sites;28;66;45;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
259;Kapster aan huis Beveren waas;https://kapsterlinsey.webnode.be/;Webnode;28;65;45;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | social/map-link aanwezig;Mogelijke lead: korte check doen
260;Yondera;https://gratis-4645214.jouwweb.site/;JouwWeb;34;58;45;gratis/builder-subdomein | builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
261;WWRV;https://www.wwrvwesterlo.be/;JouwWeb;38;53;45;gratis/builder-subdomein | oud copyrightjaar | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | social/map-link aanwezig;Mogelijke lead: korte check doen
265;home;https://herotechnics.webnode.be/;Webnode;28;64;44;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | contactblok aanwezig | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag;Mogelijke lead: korte check doen
266;Selbsthilfe Polyneuropathie;https://sh-pnp-neu.webnode.page/;Webnode;28;64;44;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar;Mogelijke lead: korte check doen
267;Dealer.Miami;https://www.dealerdotmiami.com/;Webnode;28;64;44;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar;Mogelijke lead: korte check doen
268;Liensbeautyplace;https://liensbeautyplace.jouwweb.be/;JouwWeb;28;63;44;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | social/map-link aanwezig | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
269;Hate Machine;https://hatemachine.webador.com/;Webador;28;63;44;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | social/map-link aanwezig | brancheterm;Mogelijke lead: korte check doen
270;Create Your Own Website 2026 | .COM domain free for the first year - Webador - W;https://www.webador.com/;Webador;28;63;44;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | social/map-link aanwezig | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
276;www.letter-atelier.be;https://www.letter-atelier.be/;Webnode;20;72;43;gratis/builder-subdomein | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
277;handjesenvoetjes.com;https://www.handjesenvoetjes.com/;Webnode;20;70;43;gratis/builder-subdomein | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | offerte/aanvraag;Mogelijke lead: korte check doen
278;Hazelaar2;https://www.sbsdehazelaar.be/;Webnode;20;70;43;gratis/builder-subdomein | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | zakelijke/operationele info | offerte/aanvraag;Mogelijke lead: korte check doen
279;Santa Erva Santa;https://santa-erva-santa.webnode.page/;Webnode;28;61;43;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | social/map-link aanwezig;Mogelijke lead: korte check doen
280;triinjurissaar;https://www.triinjurissaar.com/;Webnode;28;61;43;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | social/map-link aanwezig;Mogelijke lead: korte check doen
281;Kai važiuoja stogas: krikstynos | krikstynu dekoracijos | krikstadezes | fotoses;https://www.kaivaziuojastogas.lt/;Webnode;28;61;43;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | social/map-link aanwezig;Mogelijke lead: korte check doen
282;34. MUndart Matinee am 17. Mai 2026 - rheingauermundarts Webseite!;https://rheingauermundart.jimdofree.com/;Jimdo;28;61;43;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar | social/map-link aanwezig;Mogelijke lead: korte check doen
283;ホーム - 長谷川畳店's Site on Strikingly;https://hasegawatatami.mystrikingly.com/;Strikingly;32;56;43;gratis/builder-subdomein | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar;Mogelijke lead: korte check doen
284;The White Door;https://www.the-white-door.be/;Webnode;34;54;43;gratis/builder-subdomein | builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | zakelijke/operationele info | offerte/aanvraag;Mogelijke lead: korte check doen
292;L'OUVRE BOITE A POEMES;https://ouvreboiteapoemes.e-monsite.com/;E-monsite;26;61;42;gratis/builder-subdomein | oude template-elementen;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | social/map-link aanwezig;Mogelijke lead: korte check doen
293;Vakantiehuis in de Achterhoek;https://gratis-4615582.jouwweb.site/;JouwWeb;28;60;42;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | zakelijke/operationele info;Mogelijke lead: korte check doen
294;Solar Panel Inspections;https://gratis-5259527.jouwweb.site/;JouwWeb;28;60;42;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | zakelijke/operationele info;Mogelijke lead: korte check doen
295;maison mouette;https://www.maisonmouette.be/;Webnode;28;58;42;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | offerte/aanvraag;Mogelijke lead: korte check doen
296;www.Handgereedschap.Info;https://gereedschap.jouwweb.nl/;JouwWeb;28;58;42;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | brancheterm;Mogelijke lead: korte check doen
297;VakantieWeb;https://gratis-5188021.jouwweb.site/;JouwWeb;28;58;42;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | brancheterm;Mogelijke lead: korte check doen
298;Earn Up To $20,000 This Week |become bitcoin millionaire;https://becomebitcoinmillionaire.webador.com/;Webador;28;58;42;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | brancheterm;Mogelijke lead: korte check doen
299;Ab sofort erhältlich! - sternerege2024s Webseite!;https://www.sternerege.ch/;Jimdo;28;58;42;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
300;Pet Euthanasia Services | Fireside Home Veterinary Care;https://firesidehomeveterinarycare8.godaddysites.com/;GoDaddy Sites;28;58;42;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
301;Britland Consulting;https://britlandconsulting.godaddysites.com/;GoDaddy Sites;28;58;42;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
302;Theetuin & Atelier The Twins;https://www.theetuin-the-twins.nl/;Webnode;34;52;42;gratis/builder-subdomein | builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info;Mogelijke lead: korte check doen
303;zaal pakenhof;https://www.zaalpakenhof.be/;Webnode;34;52;42;gratis/builder-subdomein | builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
304;Avt-construct;https://avt-construct.webnode.be/;Webnode;34;52;42;gratis/builder-subdomein | builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
344;Bienvenue chez DS beauté;https://www.ds-beaute.be/;Webnode;28;56;41;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar;Mogelijke lead: korte check doen
345;www.wollo.com;https://www.wollo.com/;Webnode;28;56;41;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar;Mogelijke lead: korte check doen
346;anne-kari-anderdal.com;https://www.anne-kari-anderdal.com/;Webnode;28;56;41;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar;Mogelijke lead: korte check doen
347;Home | MusicWyze;https://gratis-5067336.jouwweb.site/;JouwWeb;28;56;41;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar;Mogelijke lead: korte check doen
348;K Kuts Lawn Mowing;https://mowingishalfthebattle.webador.com/;Webador;28;56;41;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar;Mogelijke lead: korte check doen
349;Your Trusted Real Estate Agency - Find Your Dream Hotel Today!;https://paulobernardointernational.webador.com/;Webador;28;56;41;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar;Mogelijke lead: korte check doen
350;"&#19996;&#33694;&#39640;&#22487;&#21608;&#36793;&#36824;&#26377;&#26705;&#25343;";https://lzenptm.weebly.com/;Weebly;28;56;41;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar;Mogelijke lead: korte check doen
351;"&#21169;&#39567;&#20250;&#23089;&#20048;&#12304;&#32447;&#36335;&#26816;&#27979;";https://ljhylxmvxi.weebly.com/;Weebly;28;56;41;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar;Mogelijke lead: korte check doen
352;"&#30333;&#33756;&#37329;&#34701;&#36151;&#27454;&#26597;&#35810; - &#30333;&#337";https://8d6cvdd.weebly.com/;Weebly;28;56;41;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar;Mogelijke lead: korte check doen
353;"&#50;&#48;&#49;&#54;&#26368;&#36186;&#20154;&#27665;&#24065;&#28216;&#25103;&#12";https://2016zzwkmu.weebly.com/;Weebly;28;56;41;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar;Mogelijke lead: korte check doen
354;"e&#19990;&#21338;&#22791;&#29992;&#32593;&#22336;";https://esbbywzanoy.weebly.com/;Weebly;28;56;41;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar;Mogelijke lead: korte check doen
355;"&#12304;&#35199;&#26124;&#32593;&#26680;&#27969;&#27700; &#12305;";https://eynpqm.weebly.com/;Weebly;28;56;41;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar;Mogelijke lead: korte check doen
356;itchyallure6626 - Welcome to my blog;https://itchyallure6626.site123.me/;SITE123;28;56;41;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar;Mogelijke lead: korte check doen
357;Calbo-rent.be;https://www.calbo-rent.be/;Webnode;34;50;41;gratis/builder-subdomein | builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | brancheterm;Mogelijke lead: korte check doen
358;Ruimtelijke ordening;https://www.themis-ruimtelijkadvies.nl/;Webnode;34;50;41;gratis/builder-subdomein | builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | brancheterm;Mogelijke lead: korte check doen
359;Dorpsraad Echteld;https://gratis-5307311.jouwweb.site/;JouwWeb;34;50;41;gratis/builder-subdomein | builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | brancheterm;Mogelijke lead: korte check doen
381;Van Kesteren timmer & meubelmakerij;https://www.vankesterentimmermeubelmakerij.nl/;Webnode;14;72;40;gratis/builder-subdomein;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
382;ruthvandesteenewoordenwinkel;https://www.ruthvandesteenewoordenwinkel.be/;Webnode;14;72;40;gratis/builder-subdomein;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
383;Voetbedevaart Niel;https://www.voetbedevaart-niel.be/;Webnode;20;64;40;gratis/builder-subdomein | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar;Mogelijke lead: korte check doen
384;https://www.labodegafahrenbach.com;https://labodegafahrenbach-com.webnode.page/;Webnode;28;55;40;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | social/map-link aanwezig | brancheterm;Mogelijke lead: korte check doen
385;Ihr Agrardienstleister für alle Bereiche - lohnunternehmen-niederauers Webseite!;https://lohnunternehmen-niederauer.jimdofree.com/;Jimdo;28;55;40;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | social/map-link aanwezig | brancheterm;Mogelijke lead: korte check doen
386;Celebr8;https://celebr89.godaddysites.com/;GoDaddy Sites;28;55;40;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | social/map-link aanwezig | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
387;wild droogbloemen;https://wild-droogbloemen.webnode.be/;Webnode;28;54;40;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | contactblok aanwezig | zakelijke/operationele info | offerte/aanvraag;Mogelijke lead: korte check doen
388;Trees Services;https://greatstumpgrinders.site123.me/;SITE123;28;54;40;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | e-mailadres zichtbaar | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
